dataset,frame,llava_count,llava_confidence,llava_scene
part1_nv,frame_1111.jpg,7,0.95,"The image depicts an urban scene with pedestrians walking along a sidewalk outside a commercial building. The focus is on the people, and there are no vehicles or other objects that resemble humans present in the image. The confidence level for detecting humans is high due to the clear visibility of the individuals."
part1_nv,frame_1122.jpg,2,0.95,"The image shows an urban scene with two pedestrians. On the left side of the frame, there is an adult walking away from the camera. On the right side, there is another adult standing next to a building. The background features a storefront with a mannequin and a sign that reads 'TENZES'. There are no other people or objects that resemble humans in this image."
part1_nv,frame_0790.jpg,3,0.95,"The image shows an urban scene with a large white bus parked by the sidewalk. There are three visible pedestrians: one adult walking to the left, one child standing in front of the bus, and another adult walking to the right. The bus has advertisements on its side, including one featuring a child's face. There is no evidence of mannequins or statues in this scene."
part1_nv,frame_0364.jpg,0,0.8,This scene appears to be an urban street with buildings and trees. There are no visible pedestrians in this image based on the given criteria.
part1_nv,frame_1394.jpg,2,0.95,"This image depicts an urban scene with two pedestrians visible: one walking on the sidewalk and another standing near a building. There are no mannequins or posters with human images, reflections, or vehicle parts that resemble humans in this image."
part1_nv,frame_3287.jpg,7,0.85,"The image shows a bustling urban scene with pedestrians on a sidewalk near a building. The pedestrians are engaged in various activities, such as walking and standing. There is a storefront with a mannequin visible through the window, which may suggest that the people inside could be customers or staff. The presence of a vehicle's reflection in the glass window suggests that there might be traffic on the adjacent street. The overall atmosphere appears to be typical for a busy city street."
part1_nv,frame_1120.jpg,3,0.85,"This is an urban scene with visible pedestrians on a city street. There are three people: one walking to the left, another standing in front of a storefront, and a third person walking to the right. The image also includes a billboard advertisement that features a human figure, but it's not a real person, so it's not considered a pedestrian."
part1_nv,frame_1797.jpg,2,0.95,"This scene depicts a city street with a storefront. There are two visible pedestrians: one walking on the sidewalk and another inside the store. The poster in the window is of a person, but it's not a real person. It is an advertisement or promotional material."
part1_nv,frame_1373.jpg,5,0.8,"The image depicts a busy urban street scene. There are several pedestrians visible, including individuals walking and standing on the sidewalk and in the crosswalk. The presence of buildings with signs, vehicles parked along the curb, and people engaged in various activities suggests this is a commercial area with foot traffic. The focus of the image is on the pedestrians, and there are no clear indications of other types of objects that might resemble humans or be mistaken for them."
part1_nv,frame_1796.jpg,3,0.95,
part1_nv,frame_0937.jpg,4,0.85,"This urban scene shows a city street with a building on the corner. There are four pedestrians visible: two walking and two standing near the building. The car's side mirror is positioned in such a way that it resembles a person standing, but it is not actually a person."
part1_nv,frame_1063.jpg,7,0.85,"The image depicts a busy urban scene, likely taken during the daytime given the natural light and shadows. There are several pedestrians visible, including adults walking or standing on the sidewalk and one child standing. The presence of shops with storefronts indicates that this is a commercial area, possibly in a city center. The architecture suggests a modern European style. The image has been processed to identify humans, which is why there are annotations indicating detected pedestrians."
part1_nv,frame_1776.jpg,7,0.85,"This is a street scene in an urban area, likely taken during the daytime. There are several pedestrians visible, some walking and others standing or waiting. The environment suggests a commercial area with shops and businesses, as indicated by the presence of storefronts and signs. The weather appears to be overcast, and there is a mix of vehicles on the road, including cars and a scooter. There are no obvious mannequins or posters that resemble humans in this image."
part1_nv,frame_1475.jpg,4,0.75,"The image depicts a city street scene during the daytime under cloudy skies. There are four visible pedestrians: one adult walking to the left, another adult standing in the crosswalk, and two more adults, one walking to the right and another partially visible on the sidewalk. The presence of a vehicle's reflection in a window suggests that there may be vehicles nearby, but no actual human-like objects are present in this image."
part1_nv,frame_1064.jpg,12,0.85,"This urban scene depicts a busy street corner with various shops and boutiques. There are several people walking on the sidewalks, some of whom appear to be carrying items like handbags or shopping bags. The presence of storefronts suggests that this area is likely a commercial district with retail businesses."
part1_nv,frame_1432.jpg,2,0.95,"The image depicts an urban scene with a mix of vehicles, pedestrians, and buildings. There are two visible pedestrians: one walking on the left side of the street and another standing on the right side. The car's side mirror is mistaken for a person due to its position and angle in the image."
part1_nv,frame_1085.jpg,0,0.95,"The image depicts an urban scene with a Sephora storefront. There are no visible pedestrians in this view, and the focus is on the store itself. The mannequin in the window and the poster of a person are both clearly distinguishable as not being actual people."
part1_nv,frame_3390.jpg,0,0.95,"This image depicts an urban street scene with a blue car parked on the side of the road. There are no pedestrians visible in this image, and there are no objects that resemble humans or are mistaken for them. The focus is on the vehicle, which is clearly not a person."
part1_nv,frame_2370.jpg,0,0.95,The image shows a city street scene with a storefront on the right side. The store has a mannequin in the window display and there are posters of people on the building. There are no visible pedestrians in the street or sidewalks.
part1_nv,frame_1801.jpg,0,0.95,
part1_nv,frame_0365.jpg,3,0.85,"The image depicts an urban scene with three pedestrians visible: one adult walking on the left side of the street, another adult standing on the right side, and a child walking on the left. There is also a reflection in the car window that appears to be a person, but this is not a real human and is therefore considered rejected. Additionally, there is a statue visible in the background, which is an inanimate object designed to resemble a human, and thus is also considered rejected."
part1_nv,frame_1478.jpg,3,0.95,"This is a city street scene, with pedestrians visible on the sidewalks. There are traffic lights and signs, indicating a regulated traffic area. The weather appears to be overcast, suggesting it might be either early morning or late afternoon. The image has been processed to enhance visibility of humans."
part1_nv,frame_1477.jpg,2,0.95,"The image depicts an urban scene with a city street corner. There are two individuals present: one walking and one standing, both on the sidewalk. The street sign is shaped like a person, which is not a real pedestrian but rather an artistic representation of a human figure."
part1_nv,frame_1112.jpg,6,0.9,"The scene depicts a busy urban street corner with various shops and pedestrians. The area is bustling, with people engaged in different activities such as walking, standing, and waiting. There are no vehicles or mannequins that resemble humans in this image."
part1_nv,frame_3135.jpg,7,0.85,"The image depicts an urban street scene with several pedestrians visible. The setting includes a sidewalk with people walking or standing, a crosswalk where individuals are waiting to cross the street, and various shops and businesses along the street. There is no clear evidence of mannequins or statues in this image."
part1_nv,frame_1110.jpg,9,0.85,"The image captures a bustling urban scene with several pedestrians walking or standing on a sidewalk adjacent to storefronts. The presence of multiple people in various positions and activities suggests a lively atmosphere, possibly during a busy shopping hour. There are no clear indications of mannequins, statues, reflections, or vehicle parts that resemble humans in this scene."
part1_nv,frame_0368.jpg,3,0.85,"The image depicts a city street scene with three pedestrians visible: one walking on the sidewalk, one standing in the crosswalk, and one waiting at a bus stop. There are no mannequins or statues present, and there is no vehicle part that resembles a human figure. The reflections in the glass do not clearly show human figures."
part1_nv,frame_4216.jpg,2,0.95,"The image depicts an urban scene with two visible pedestrians, one walking and one standing. The pedestrian walking is on the left side of the image, while the one standing is on the right. There are no mannequins or posters with human images in this scene."
part1_nv,frame_1123.jpg,0,0.95,"The image appears to be taken from inside a vehicle, as indicated by the reflection of the car's interior in the window. The focus is on a building with signage and a storefront display. There are no pedestrians visible in this scene."
part1_nv,frame_3418.jpg,2,0.85,"This image depicts a busy urban street scene with multiple elements. There are two visible pedestrians: one walking on the left side of the frame, and another standing on the right side. The car in the foreground is parked or stationary, and there are buses and other vehicles in the background, indicating a bustling city environment."
part1_nv,frame_0370.jpg,6,0.85,"The image depicts a busy urban street scene with various pedestrians going about their day. There are no mannequins or posters with human images visible in this scene. The reflections on the glass of the vehicle and the building can be seen, but they do not resemble humans. The people present include individuals walking along the sidewalk and others standing, possibly waiting for something. The image captures a typical day in an urban environment."
part1_nv,frame_2380.jpg,3,0.85,"The image depicts a city street scene with pedestrians walking along the sidewalk in front of a storefront. There is one adult walking to the left, another standing in front of the storefront, and a third walking to the right. The scene appears to be taken during daylight hours, as indicated by the brightness of the image. There are no visible vehicles or other objects that could be mistaken for pedestrians."
part1_nv,frame_3393.jpg,2,0.95,"The image shows an urban scene with a blue car parked on the side of a street. There are two people visible: one walking to the left and another standing to the right, both at a distance from the camera. The car's windows reflect the images of pedestrians, which have been identified as such due to their human-like shapes and sizes. The background features city buildings, a bus stop, and a bus in motion."
part1_nv,frame_1061.jpg,5,0.75,"The image shows an urban street scene with several pedestrians visible. There are no mannequins or posters with human images that could be mistaken for people. The focus is on the individuals walking and standing in the area, which suggests a typical day in a busy city environment."
part1_nv,frame_1521.jpg,0,0.95,"This image depicts a city street scene with a bus parked at the side of the road, in front of a building that appears to be a store or restaurant. There are no actual pedestrians visible in this image."
part1_nv,frame_0367.jpg,2,0.95,"The image shows an urban street scene with two pedestrians visible. The person on the right is walking, while the person on the left appears to be standing still. There are no mannequins or posters with human images that can be confidently identified in this image. The car's front end is distorted and could be mistaken for a person, but it's clear from the context of the scene that it's not a human."
part1_nv,frame_3411.jpg,2,0.95,"The image shows an urban scene with a blue car parked at the curb next to a bus stop. There are two visible pedestrians: one walking along the sidewalk and another standing near the vehicle, possibly waiting for someone or something. The vehicle part that resembles a human figure is likely due to the angle of the photo and the design of the car's side mirrors. The reflection of the pedestrian on the vehicle's surface is also visible."
part1_nv,frame_3133.jpg,7,0.85,"The image depicts a busy urban street scene with multiple pedestrians visible. The focus is on the crosswalk area where people are walking, and there are also individuals standing by the curb. There is no evidence of mannequins or statues in this image."
part1_nv,frame_2359.jpg,3,0.95,"The image depicts an urban street scene with two pedestrians walking in opposite directions. On the left, there is a mannequin's reflection in a store window, which was initially mistaken for a person due to its position and the angle of the photo. The right side of the image shows a person walking on the sidewalk. There are no other visible pedestrians or objects that resemble humans."
part1_nv,frame_3261.jpg,2,0.95,"This image captures an urban scene at a street intersection with traffic lights. There are two pedestrians visible: one walking to the left and another standing to the right. The scene includes a building with a poster on it, which is likely an advertisement or promotional material. There are no mannequins, statues, reflections, or vehicle parts that resemble humans in this image."
part1_nv,frame_2383.jpg,0,0.98,"The image shows a city street with a storefront. There is a mannequin in the window of the store, which is not a human. The glass door of the building reflects a person's image, but this is not an actual pedestrian. There are no other visible people in the scene."
part1_nv,frame_1376.jpg,7,0.85,"The image depicts a busy urban scene with several pedestrians walking and standing on the sidewalk. The focus is on the people in motion, with one individual captured mid-stride. The environment suggests a commercial area with shops and businesses lining the street."
part1_nv,frame_3405.jpg,2,0.85,"The image depicts a busy urban scene with a car parked in front of a building. There are two pedestrians visible: one walking to the left and another standing to the right, both partially obscured by other objects or structures. The car's window reflects a person who appears to be waiting at a bus stop. A poster with a human image is on the wall of the building in the background. There are no mannequins or statues visible in this scene."
part1_nv,frame_1540.jpg,0,1.0,
part1_nv,frame_1518.jpg,2,0.95,"This image captures an urban scene with a large public transit bus parked on the side of a street. There are two visible pedestrians: one standing near the bus and another walking along the sidewalk. The bus has a design that resembles a person, but it is clearly a vehicle and not a pedestrian."
part1_nv,frame_3399.jpg,2,0.95,"The image shows an urban scene with a blue car parked on the side of a street. There are two visible pedestrians: one walking to the left and another standing behind the vehicle, both partially obscured by the car. The car's windows reflect the images of these pedestrians, which is why they appear twice in the 'rejected_items' list with a high confidence score."
part1_nv,frame_3927.jpg,0,0.75,"This image depicts an urban scene with a storefront, a car in the foreground, and some pedestrian activity. However, upon closer inspection, it is clear that none of the objects in this scene can be confidently identified as actual pedestrians."
part1_nv,frame_2476.jpg,2,0.95,"The image depicts an urban scene with two visible pedestrians: one walking on the sidewalk and another standing in front of a store. The environment suggests a commercial area with shops, possibly in a European city given the architecture of the buildings. There is no clear indication of any other people or objects that could be mistaken for humans."
part1_nv,frame_3058.jpg,5,0.8,"The image depicts an urban scene with multiple pedestrians visible on a city street. The environment suggests a commercial area with shops and businesses, as indicated by the presence of storefronts and signage. There are also traffic signs and markings, indicating that this is a regulated traffic zone with designated crosswalks for pedestrian safety."
part1_nv,frame_1099.jpg,8,0.95,"The image depicts a busy city street during the daytime. Pedestrians are walking along the sidewalk and crossing the street at a crosswalk. There is a commercial building with storefronts on the ground floor. The scene appears to be in an urban area, possibly in a shopping district."
part1_nv,frame_1472.jpg,4,0.75,"The scene appears to be a busy urban street during the daytime. There are several pedestrians visible, with some walking and others standing on the sidewalks. The presence of traffic lights indicates that this is an intersection with vehicular traffic. The weather seems overcast, with no direct sunlight. The image quality is moderate, with some blurriness due to movement or focus issues."
part1_nv,frame_1802.jpg,2,0.9,"The image depicts a street scene with a storefront displaying various items for sale, including cosmetics and eyewear. There is a person walking on the sidewalk to the right of the store, and another person standing in front of the store. The mannequin and posters are part of the store's merchandise and are not actual pedestrians."
part1_nv,frame_1446.jpg,2,0.85,"This image depicts an urban scene with two visible pedestrians: one walking on the sidewalk and another standing near the bus stop. The environment includes a city street, a bus stop with a bench designed to look like a person sitting, and various vehicles such as cars and buses. There are no other people or objects that resemble humans in this image."
part1_nv,frame_0188.jpg,2,0.95,"The image depicts an urban scene with two visible pedestrians walking or standing on the sidewalk of a city street. The car's side mirror reflects another person, but this is not an actual pedestrian and should be rejected."
part1_nv,frame_1398.jpg,2,0.95,"The image shows an urban street scene with two pedestrians, one walking left and another walking right. The pedestrians are clearly visible and appear to be adults. There is a vehicle in the foreground that reflects the image of a person, which has been rejected as it is not a real human but rather a reflection on the vehicle's surface. Additionally, there is a poster with an image of a person, which has also been rejected as it is not a real human but rather a printed image."
part1_nv,frame_1399.jpg,2,0.85,"The image depicts an urban scene with a person walking on the sidewalk next to a building, and another person standing near a storefront. The background shows a street corner with traffic lights, a crosswalk, and shops. There is also a motorcycle with a sidecar parked nearby."
part1_nv,frame_2529.jpg,4,0.85,"The image depicts an urban scene with several pedestrians walking along a sidewalk next to a building. The presence of storefronts and advertisements suggests a commercial area, possibly in a city center. There are no vehicles or other objects that resemble humans in this image."
part1_nv,frame_0661.jpg,3,0.85,"This image depicts an urban scene with a focus on pedestrian activity. There are three individuals visible: one adult walking to the left, another adult standing to the right, and a child walking towards the camera. The presence of vehicles, including cars and motorcycles, suggests that this is a busy street in a city setting. The architecture of the buildings indicates a European style, with shops on the ground floor and residential or office spaces above. The weather appears to be clear, and there are no significant obstructions visible in the image."
part1_nv,frame_1125.jpg,2,0.85,"The scene is an urban street with a focus on the area around a building entrance. There are two visible pedestrians, one walking to the left and another standing to the right. The image also contains a storefront displaying mannequins that resemble humans, which have been identified as rejected objects."
part1_nv,frame_3273.jpg,8,0.95,"The image depicts a city street scene with several pedestrians visible. The people are engaged in various activities such as walking and standing on the sidewalk. There is no evidence of any mannequins, statues or posters with human images. The vehicles present have their reflections visible in the windows of nearby buildings, which were rejected as they do not represent actual pedestrians."
part1_nv,frame_1091.jpg,0,0.95,"This image depicts a street scene with a storefront and some people present. The main focus appears to be the storefront, which has mannequins in the window display. There are also posters with human images visible in the store windows. Additionally, there is a reflection of a person on a glass surface that is not an actual pedestrian."
part1_nv,frame_0363.jpg,2,0.85,"The image depicts an urban scene with two visible pedestrians: one walking on the left side of the street and another standing on the right side near a building. There is also a reflection of a person in the glass, which has been marked as rejected due to its low confidence score. Additionally, there are vehicle parts that resemble human figures, but they have been marked as rejected with a lower confidence score."
part1_nv,frame_0962.jpg,5,0.9,"This is an urban scene with a storefront, pedestrians walking along the sidewalk, and a vehicle in the background. The focus is on the people near the building, with one person standing out as they are closer to the camera."
part1_nv,frame_2386.jpg,1,0.95,"The image shows an urban scene with a person walking on the sidewalk. There is a building with a red facade and a storefront with a glass window, where the reflection of a person can be seen. The pedestrian appears to be carrying a bag and is dressed in casual attire. The environment suggests a commercial area with shops and businesses. There are no other pedestrians visible in this image."
part1_nv,frame_1798.jpg,2,0.85,"This is an urban scene featuring a storefront with a poster of a person in the window and a pedestrian walking on the sidewalk. The store appears to be selling eyeglasses, as indicated by the signage. There is also a reflection of a person visible on the glass of the storefront."
part1_nv,frame_1799.jpg,0,0.95,The image shows the exterior of a store or business establishment. There are no visible people in this scene.
part1_nv,frame_3061.jpg,5,0.9,"This is a street scene in an urban area, likely a city center or commercial district. There are several pedestrians visible, all appearing to be adults engaged in various activities such as walking and standing. The presence of buildings with signs, trees, and other typical urban elements suggest this could be a commercial or residential area. The image quality is good enough to confidently identify the human subjects, but there may be some level of uncertainty regarding the exact number of pedestrians due to potential occlusions or reflections in glass surfaces."
part1_nv,frame_3048.jpg,5,0.85,"The image depicts a busy urban scene with multiple pedestrians. There is a clear view of several people, including adults and a child, walking or standing on the sidewalk. The environment suggests a commercial area with shops and businesses. The presence of vehicles and traffic lights indicate that this is a main road in a city. There are no mannequins or posters with human images visible in this image."
part1_nv,frame_3408.jpg,3,0.95,"The image depicts an urban scene with a car parked on the side of a street. There are three pedestrians visible: one adult standing on the sidewalk, another adult walking along the sidewalk, and a child standing near the car. The vehicle's reflection and shadows create an illusion of human presence, which is rejected as non-human. There are no mannequins or statues in this scene."
part1_nv,frame_0379.jpg,5,0.82,"The image depicts an urban scene with several pedestrians visible on a city street. There are individuals walking and standing, with one child and three adults. The environment includes buildings, trees, and vehicles, suggesting a typical day in a busy city area."
part1_nv,frame_1382.jpg,3,0.75,"The image depicts a busy urban street scene, likely in a city center or commercial area. There are several pedestrians visible, with two adults walking and one adult standing to the right of the frame. The presence of a vehicle part in the foreground suggests that this photo was taken from inside another vehicle, possibly a car or bus. The buildings on either side of the street are nondescript, with no distinctive features that would indicate their purpose or location. The overall atmosphere is that of an everyday city scene."
part1_nv,frame_0789.jpg,0,1.0,"The image depicts an urban scene featuring a large white bus parked alongside a building. The bus has various advertisements and logos on its exterior, including one that appears to be for a movie or event with the text 'Tropical Paradise' and images of people enjoying what seems to be a vacation or resort setting. There are no actual pedestrians visible in this image."
part1_nv,frame_2029.jpg,2,0.85,"This urban scene features two visible pedestrians: one walking on the left and another standing in front of a storefront. The image also includes a car, a building with signage, and various other elements typical of an urban environment."
part1_nv,frame_4226.jpg,0,0.95,
part1_nv,frame_3409.jpg,2,0.85,
part1_nv,frame_3141.jpg,2,0.95,"The image depicts an urban scene with two visible pedestrians: one walking to the left and another standing to the right. There is a storefront in the background with a mannequin in the window display, which is likely meant to attract customers. The presence of traffic lights and a crosswalk suggests that this area is designed for pedestrian safety. The buildings have signs on them, indicating businesses or services within. The overall scene gives an impression of a typical day in a busy city neighborhood."
part1_nv,frame_3400.jpg,2,0.85,"The image depicts a busy urban street scene with a blue car parked near the sidewalk. A person is standing on the sidewalk and another individual appears to be walking in the crosswalk, although their face is obscured by the angle of the photo. There are no clear reflections or vehicle parts that resemble human figures."
part1_nv,frame_0964.jpg,2,0.95,"The image depicts an urban scene with a street corner featuring a storefront with the sign 'Kiko'. There is a person walking on the sidewalk to the left of the frame and another standing in front of the store. The area appears to be a commercial district, possibly a shopping center or a retail area. The presence of a trash can indicates that this is a public space where people might spend time shopping or waiting for transportation. There are no other pedestrians visible in the image."
part1_nv,frame_1792.jpg,5,0.95,"The image depicts a typical urban scene with pedestrians on the sidewalk and street. There is a storefront with an open door, indicating it might be in operation. The presence of people suggests this is a busy area, possibly during daytime hours when businesses are open. The weather appears to be overcast or cloudy, which may affect visibility and the overall atmosphere of the scene."
part1_nv,frame_3395.jpg,2,0.95,The image depicts an urban scene with two visible pedestrians walking along a street. There are no other people or objects that resemble humans in the image.
part1_nv,frame_1805.jpg,1,0.85,"The image shows a street scene with a storefront displaying various items, including what appears to be a mannequin and a poster with a human image. There is one adult standing in front of the store. The person is facing away from the camera, wearing dark clothing, and appears to be looking at something outside the frame of the photo. The setting suggests an urban environment with commercial establishments."
part1_nv,frame_3145.jpg,2,0.85,"The image depicts a city street scene with two pedestrians. The person standing appears to be waiting or possibly observing their surroundings, while the individual walking is engaged in movement along the sidewalk. There are no mannequins, posters with human images, reflections, or vehicle parts that resemble humans visible in this image."
part1_nv,frame_4232.jpg,0,0.95,"The image shows an urban scene with a storefront on the right side of the street. There is a person visible in the reflection of the storefront window, but they are not walking or standing; they appear to be seated inside the store. The rest of the sidewalk and street are empty of pedestrians."
part1_nv,frame_1086.jpg,0,0.95,"The image shows a street scene with a Sephora store on the corner. There is no visible activity or movement that would indicate the presence of pedestrians. The focus of the image is on the storefront, which features mannequins and posters of people."
part1_nv,frame_2376.jpg,0,0.5,"The image depicts an urban scene, featuring a storefront with various advertisements and mannequins in the window. There is no evidence of any pedestrians visible in this image, as all figures are either mannequins or printed posters."
part1_nv,frame_1401.jpg,2,0.85,"The image depicts an urban scene with two visible pedestrians, one walking on the sidewalk and another standing near a building. The environment suggests a busy city street corner, with shops, traffic signs, and a person riding a scooter in the background. There are no mannequins or posters with human images that are clearly distinguishable as people."
part1_nv,frame_1113.jpg,4,0.85,"The image depicts an urban scene with multiple pedestrians visible. There are four individuals who appear to be walking or standing on the sidewalk. The environment suggests a commercial area, possibly near a shopping district, given the presence of storefronts and what appears to be a retail establishment. The weather seems to be overcast, and there is no clear indication of any vehicles in the immediate vicinity. There are also some people who appear to be walking on the street, which might indicate a busy time of day or an event taking place nearby."
part1_nv,frame_1379.jpg,3,0.95,"The image depicts a city street scene with three people visible: one adult walking left, another adult standing right of frame, and another adult walking left of frame. There is also a poster in the background featuring a human figure, which has been identified as a rejected object due to its human-like appearance. Additionally, there is a reflection of a person visible on glass, which has also been identified as a rejected object."
part1_nv,frame_2531.jpg,5,0.9,"This is an urban scene with people walking on a sidewalk. There are storefronts, a crosswalk, and some pedestrians carrying handbags. The environment suggests it could be a shopping district or a commercial area in a city."
part1_nv,frame_1262.jpg,8,0.95,"This is an urban scene with several pedestrians on the sidewalk and in front of a building. The setting appears to be a commercial area, possibly near a shopping center or mall. There are benches for people to sit and wait. The image captures a typical day in a city where people are going about their daily routines."
part1_nv,frame_2362.jpg,2,0.95,"The scene depicts an urban setting with a storefront and pedestrians. There are two people visible: one walking to the left and another standing in front of the store. The image also contains a mannequin and a poster with a human image, which have been rejected as not being actual humans."
part2_nv,frame_1272.jpg,0,0.95,"The image shows a city street scene with a bus parked at the side of the road. There are no visible pedestrians in the scene. The bus is large and occupies most of the frame, indicating it's the main subject of the photo. In the background, there are trees and buildings that suggest an urban environment. The advertisement on the bus features a human-like figure, which is why it was rejected as a pedestrian."
part2_nv,frame_1537.jpg,0,0.5,The image appears to show an urban scene with vehicles parked along the street. There are no visible pedestrians in this image.
part2_nv,frame_1536.jpg,0,0.95,"The image depicts a busy urban street scene with various vehicles, including a truck with a large green character on its side, which appears to be a form of advertising or promotion. There are no actual pedestrians visible in the image; all figures that resemble humans are likely part of the vehicle's decoration or advertisement."
part2_nv,frame_2428.jpg,4,0.85,"The image depicts an urban scene with a building that has a large sign on its facade, indicating it may be a venue for events or performances. There is a vehicle parked in front of the building, and several pedestrians can be seen in various positions around the area. The focus appears to be on the building and the people nearby, as suggested by the presence of the movie poster in the background."
part2_nv,frame_1736.jpg,2,0.95,"The image depicts an urban street scene with two pedestrians visible. One adult is walking to the left, and another adult is standing on the sidewalk to the right. There are also some objects that resemble human figures due to their positioning and shadows, but these are likely not actual people. The overall confidence in detecting humans is high."
part2_nv,frame_1750.jpg,6,0.85,The image depicts a busy urban scene with multiple pedestrians on the sidewalk and street corner. There are no mannequins or statues present in this image.
part2_nv,frame_1550.jpg,2,0.95,"The image shows an urban scene with two pedestrians visible. One is walking on the sidewalk and the other is standing near a building. There are several vehicles parked along the street, and it appears to be a busy city area with shops and buildings in the background. The sky is overcast, suggesting it might be a cloudy day. The image has been processed to detect humans, and the confidence level for these detections is high."
part2_nv,frame_1749.jpg,6,0.75,"This scene depicts an urban street with pedestrians and vehicles. There are several people visible, walking or standing on the sidewalks. The presence of buildings and shops suggests a commercial area. The image captures a moment in time, providing a snapshot of daily life in this city."
part2_nv,frame_1554.jpg,2,0.95,"The image depicts an urban scene with two visible pedestrians: one standing on the sidewalk and another in the crosswalk. There is a vehicle parked at the curb. The setting appears to be a city street with buildings, trees, and various other elements typical of an urban environment."
part2_nv,frame_1726.jpg,4,0.85,"The scene is an urban street setting, with multiple pedestrians visible. The focus of the image is a storefront with a large window displaying various items for sale. There are people walking and standing near the store, suggesting that it might be a commercial area with foot traffic. The presence of a bench indicates a public space where people can rest. The overall atmosphere appears to be typical of an urban environment during daylight hours."
part2_nv,frame_2423.jpg,3,0.8,"The image depicts a city street scene, likely taken during the daytime given the natural lighting. There are three pedestrians visible: one walking on the left side of the frame, another standing in front of a building, and a third walking towards the camera from the right. The pedestrian on the left is wearing a dark top and jeans, while the other two are dressed in lighter clothing. The street appears to be relatively quiet with no vehicles in motion. There's a vehicle parked or stopped on the left side of the frame, which is partially visible due to its reflection in the window. In front of the building, there is a poster displaying human images, but it is not considered a pedestrian as per the instructions provided."
part2_nv,frame_1743.jpg,9,0.65,"This urban scene depicts a busy street corner with multiple pedestrians. There are people walking and standing, some of whom appear to be waiting at a bus stop. The presence of shops and vehicles suggests a commercial area with active foot traffic. The image quality is not high enough to confidently identify all objects or distinguish between humans and inanimate objects."
part2_nv,frame_1747.jpg,8,0.95,"This scene depicts an urban environment with multiple pedestrians on a sidewalk near a building. The people appear to be going about their daily activities, with some walking and others standing. There are no visible vehicles or traffic lights in this image, suggesting that the focus is on the pedestrian activity."
part2_nv,frame_1539.jpg,0,0.95,"The image depicts a busy urban scene with vehicles parked on the side of the road, possibly near a restaurant or café. There are no visible pedestrians in this image."
part2_nv,frame_1188.jpg,2,0.85,"The image depicts a city street scene with two visible pedestrians, one walking and one standing. The pedestrian walking is on the right side of the image, while the pedestrian standing is on the left. There are no mannequins or statues present in the image. The reflection of a person can be seen in the window of a building on the right, which has been identified as a vehicle due to its shape and size. The scene suggests an urban environment with traffic infrastructure, including a bus stop and traffic lights."
part2_nv,frame_1271.jpg,2,0.75,"The image shows a city scene with a bus parked at the side of the road. There are two visible pedestrians: one walking on the sidewalk and another standing near the bus. The bus has a reflection that looks like a person, but it is not a real person. There is also an advertisement on the bus that features human images."
part2_nv,frame_1758.jpg,2,0.95,"The image depicts an urban street scene with two visible pedestrians. On the left side of the frame, there is an adult walking away from the camera. On the right side, there is another adult standing near a building entrance. There are also several objects in the scene that could be mistaken for people due to their positioning and the angle of the photo; these include a reflection of a person in the glass storefront and what appears to be a vehicle part on the sidewalk. The overall confidence level for detecting humans is high, with only two actual pedestrians detected."
part2_nv,frame_1733.jpg,5,1.0,"This image depicts a typical urban scene with pedestrians going about their day. The presence of a storefront, a sidewalk, and a street corner suggests a commercial area in an urban setting. The weather appears to be overcast, and the lighting is natural without any artificial light sources that could be mistaken for humans."
part2_nv,frame_2432.jpg,5,0.9,"The image depicts an urban scene with several pedestrians walking or standing on a sidewalk in front of a building. There is a clear view of at least five individuals, who appear to be adults and one child. The setting includes a street corner with a crosswalk, a bus stop shelter, and a vehicle parked nearby. The architecture suggests a European city, possibly in an urban area with commercial or cultural establishments. The presence of pedestrians indicates that the photo was taken during daylight hours when foot traffic is common."
part2_nv,frame_2420.jpg,2,0.95,"This image depicts an urban scene with two pedestrians: one walking on the left side of the street and another standing on the right side. The environment includes a building with a large poster, a crosswalk, and some people in the background. There are no mannequins or vehicle parts that resemble humans."
part2_nv,frame_1753.jpg,5,0.85,"The image depicts an urban scene with several pedestrians in the foreground and background. There is a building with signs on it, indicating commercial activity. The sidewalk is wide and appears to be well-maintained. Pedestrians are engaged in various activities such as walking and standing. The overall atmosphere suggests a typical day in an urban area with moderate foot traffic."
part2_nv,frame_2424.jpg,4,0.85,"The image shows an urban scene with a building that has a sign in front of it. There are people walking and standing near the building, and there is a car parked nearby. The area appears to be a public space with buildings on either side. The lighting suggests it may be late afternoon or early evening."
part2_nv,frame_1734.jpg,4,0.95,"The image depicts a busy urban scene with pedestrians navigating the sidewalks and crosswalks. There is a storefront on the left side of the image, and several individuals are present in various activities: walking, standing, and waiting. The setting appears to be a commercial area with shops and businesses lining the street."
part2_nv,frame_1740.jpg,5,0.8,"The image shows a busy urban street with pedestrians going about their daily activities. There is a building on the corner of the intersection, and it appears to be a commercial area with shops and businesses. The scene captures the hustle and bustle typical of city life."
part2_nv,frame_1744.jpg,7,0.85,"This urban scene depicts a busy city street with various pedestrians going about their day. The image captures the hustle and bustle of city life, with individuals engaged in different activities such as walking, standing, and waiting. It is important to note that while there are several people present, none of them appear to be interacting directly with each other, suggesting a typical day in a public space where individuals are focused on their own tasks."
